ID,Severity,Start_Lat,Start_Lng,Distance_mi,City,State,Temperature_F,Humidity_Percent,Visibility_mi,Wind_Speed_mph,Weather_Condition,Amenity,Crossing,Junction,Traffic_Signal,Sunrise_Sunset,Hour,DayOfWeek,Month
A-6856,3,37.743415999999996,-122.39653799999999,0.01,San Francisco,CA,54.0,69.0,10.0,6.9,Overcast,0,0,0,0,Day,16,2,12
A-6867,2,37.366844,-121.996048,0.01,Santa Clara,CA,51.1,74.0,10.0,5.8,Mostly Cloudy,0,1,0,1,Night,18,2,12
A-6895,2,37.752502,-122.40300800000001,0.01,San Francisco,CA,51.1,71.0,10.0,5.8,Mostly Cloudy,0,0,1,0,Night,21,2,12
A-6901,2,38.590804999999996,-121.28749099999999,0.01,Rancho Cordova,CA,41.0,100.0,8.0,4.6,Mostly Cloudy,0,0,0,0,Night,21,2,12
A-6911,2,37.396564,-120.63081399999999,0.01,Winton,CA,44.6,100.0,3.0,6.9,Mostly Cloudy,0,0,0,0,Night,22,2,12
A-6927,2,37.887451,-121.696495,0.01,Brentwood,CA,48.9,83.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Day,8,3,12
A-6935,2,37.76645300000001,-122.405304,0.01,San Francisco,CA,52.0,83.0,10.0,10.4,Mostly Cloudy,0,0,0,0,Day,10,3,12
A-6938,2,38.571373,-121.515984,0.01,West Sacramento,CA,51.1,89.0,7.0,5.8,Mostly Cloudy,0,0,0,0,Day,10,3,12
A-6991,3,37.344485999999996,-121.84515400000001,0.01,San Jose,CA,57.2,77.0,10.0,4.6,Mostly Cloudy,0,0,0,0,Night,18,3,12
A-7036,3,37.502990999999994,-122.331703,0.01,Belmont,CA,53.6,94.0,9.0,6.9,Overcast,0,0,0,0,Night,22,3,12
A-7050,2,37.145508,-121.98496999999999,0.01,Los Gatos,CA,55.9,80.0,10.0,5.8,Scattered Clouds,0,0,1,0,Night,1,4,12
A-7075,2,38.008003,-121.203873,0.01,Stockton,CA,51.1,100.0,1.5,6.9,Overcast,0,0,0,0,Day,9,4,12
A-7081,3,37.325233000000004,-122.00378400000001,0.01,Santa Clara,CA,60.1,80.0,10.0,4.6,Overcast,0,0,1,0,Day,10,4,12
A-7105,2,38.496536,-122.769035,0.01,Fulton,CA,57.9,97.0,1.5,10.4,Light Rain,0,0,0,0,Day,13,4,12
A-7136,2,37.968849,-122.28668200000001,0.0,El Sobrante,CA,60.1,78.0,10.0,9.2,Overcast,0,0,0,0,Night,17,4,12
A-7158,2,37.324512,-122.399887,0.01,La Honda,CA,59.0,82.0,10.0,12.7,Scattered Clouds,0,0,0,1,Night,19,4,12
A-7167,2,39.493641,-121.78229499999999,0.0,Oroville,CA,57.9,81.0,8.0,10.4,Light Rain,0,0,0,0,Night,20,4,12
A-7212,2,38.095963,-122.561325,0.01,Novato,CA,57.2,94.0,0.8,13.8,Overcast,0,0,0,0,Day,8,5,12
A-7214,2,37.995613,-121.781319,0.01,Antioch,CA,62.1,67.0,10.0,16.1,Mostly Cloudy,0,0,0,0,Day,9,5,12
A-7215,2,38.657684,-121.382851,0.01,North Highlands,CA,55.4,94.0,4.0,24.2,Light Rain,0,1,0,1,Day,9,5,12
A-7243,2,38.68777100000001,-121.343819,0.01,Sacramento,CA,55.4,100.0,0.8,15.0,Rain,0,0,0,1,Day,12,5,12
A-7248,2,38.49902,-122.76006299999999,0.01,Santa Rosa,CA,57.0,96.0,1.8,9.2,Heavy Rain,0,0,0,0,Day,13,5,12
A-7282,2,37.925533,-122.51451100000001,0.01,Corte Madera,CA,59.0,88.0,4.0,11.5,Light Rain,0,0,0,0,Night,16,5,12
A-7283,3,38.642693,-121.42908500000001,0.01,Sacramento,CA,55.4,100.0,1.5,15.0,Rain,0,0,0,0,Night,17,5,12
A-7291,2,37.891506,-122.141365,0.01,Lafayette,CA,60.1,80.0,4.0,5.8,Rain,0,0,0,0,Night,17,5,12
A-7323,3,37.632156,-122.43721799999999,0.01,San Bruno,CA,55.9,90.0,4.0,15.0,Light Rain,0,0,0,0,Night,20,5,12
A-7342,2,38.373032,-121.35848200000001,0.01,Elk Grove,CA,55.9,100.0,2.5,10.4,Light Rain,0,0,0,0,Night,21,5,12
A-7347,2,37.551575,-120.911324,0.01,Ceres,CA,57.9,87.0,8.0,12.7,Light Rain,0,0,1,0,Night,21,5,12
A-7370,3,37.701382,-121.99134099999999,0.01,Castro Valley,CA,52.0,63.0,10.0,19.6,Overcast,0,0,0,0,Night,0,6,12
A-7389,3,37.418846,-122.219154,0.01,Redwood City,CA,50.0,71.0,10.0,8.1,Overcast,0,0,0,0,Night,2,6,12
A-7396,2,37.891762,-122.17126499999999,0.01,Orinda,CA,48.9,66.0,10.0,9.2,Clear,0,0,0,0,Night,2,6,12
A-7444,2,38.216373,-122.60345500000001,0.01,Petaluma,CA,53.6,54.0,10.0,17.3,Clear,0,0,0,0,Day,13,6,12
A-7449,2,37.953196999999996,-122.27198,0.01,El Sobrante,CA,53.1,47.0,10.0,11.5,Clear,0,1,0,1,Day,16,6,12
A-7471,2,37.552986,-122.295914,0.01,San Mateo,CA,48.2,62.0,10.0,16.1,Partly Cloudy,0,0,0,0,Night,19,6,12
A-7503,2,38.538242,-121.473648,0.01,Sacramento,CA,37.9,97.0,10.0,6.9,Clear,0,0,0,0,Night,21,6,12
A-7545,3,37.758404,-122.21217299999999,0.01,Oakland,CA,50.0,41.0,10.0,6.9,Partly Cloudy,0,0,0,0,Day,11,7,12
A-7551,2,37.765289,-122.40489199999999,0.01,San Francisco,CA,51.1,44.0,10.0,4.6,Partly Cloudy,0,0,0,0,Day,13,7,12
A-7575,3,37.834717,-122.294701,0.01,Emeryville,CA,48.9,54.0,10.0,4.6,Partly Cloudy,0,0,0,0,Day,16,7,12
A-7584,2,38.335163,-123.048203,0.01,Bodega Bay,CA,37.9,83.0,10.0,4.6,Clear,0,0,0,0,Night,19,7,12
A-7595,2,37.90270200000001,-122.515602,0.01,Mill Valley,CA,37.4,81.0,10.0,6.9,Clear,1,0,0,0,Night,20,7,12
A-7600,3,38.091572,-122.230301,0.01,Vallejo,CA,37.9,76.0,10.0,5.8,Clear,0,0,1,0,Night,21,7,12
A-7602,3,38.388096000000004,-121.93375400000001,0.01,Vacaville,CA,36.0,86.0,10.0,3.5,Clear,0,0,0,0,Night,21,7,12
A-7603,2,37.253529,-121.84295700000001,0.01,San Jose,CA,30.2,86.0,10.0,6.9,Clear,0,0,0,0,Night,0,1,12
A-7620,3,37.323948,-121.892509,0.01,San Jose,CA,52.0,31.0,10.0,18.4,Partly Cloudy,0,0,0,0,Day,13,1,12
A-7621,2,37.295425,-121.81036399999999,0.01,San Jose,CA,53.6,30.0,10.0,4.6,Clear,0,0,1,0,Day,12,1,12
A-7634,3,37.500111,-121.92858899999999,0.01,Fremont,CA,51.1,38.0,10.0,6.9,Clear,0,0,0,0,Day,15,1,12
A-7694,2,37.513973,-122.256027,0.01,San Carlos,CA,35.6,75.0,10.0,3.5,Clear,0,0,1,0,Night,1,2,12
A-7713,3,37.948452,-121.300606,0.01,Stockton,CA,36.0,93.0,9.0,6.9,Clear,0,0,0,0,Day,8,2,12
A-7714,3,37.717746999999996,-121.53215,0.01,Tracy,CA,35.1,72.0,10.0,6.9,Clear,0,0,1,0,Day,9,2,12
A-7761,2,37.63348,-121.000229,0.01,Modesto,CA,46.9,66.0,10.0,6.9,Clear,0,0,0,0,Night,17,2,12
A-7780,2,37.749161,-121.13771799999999,0.01,Ripon,CA,41.0,76.0,8.0,6.9,Clear,0,0,0,0,Night,20,2,12
A-7821,2,38.42765,-122.34115600000001,0.01,Napa,CA,34.0,85.0,10.0,6.9,Clear,0,0,0,0,Night,7,3,12
A-7854,2,36.895676,-121.42750500000001,0.01,Hollister,CA,46.4,66.0,10.0,6.9,Clear,0,0,0,1,Day,10,3,12
A-7867,2,38.388729,-122.71608,0.01,Santa Rosa,CA,52.0,61.0,10.0,6.9,Mostly Cloudy,0,0,1,0,Day,11,3,12
A-7871,2,38.411453,-122.38150800000001,0.01,Napa,CA,55.0,49.0,10.0,5.8,Clear,0,0,0,0,Day,11,3,12
A-7873,2,38.297234,-122.65956100000001,0.01,Penngrove,CA,51.8,54.0,10.0,3.5,Clear,0,0,0,0,Day,11,3,12
A-7916,3,37.838181,-122.29663799999999,0.01,Emeryville,CA,54.0,59.0,10.0,5.8,Scattered Clouds,0,0,0,0,Day,15,3,12
A-7920,2,38.561069,-121.482918,0.01,Sacramento,CA,54.0,49.0,10.0,6.9,Clear,0,0,0,0,Day,15,3,12
A-7921,2,38.628017,-121.396355,0.0,Sacramento,CA,51.8,62.0,10.0,5.8,Clear,0,0,0,0,Day,15,3,12
A-7936,3,37.808498,-122.36685200000001,0.01,San Francisco,CA,53.1,47.0,10.0,6.9,Partly Cloudy,0,0,0,0,Night,18,3,12
A-7963,2,38.639969,-121.27198,0.01,Fair Oaks,CA,37.4,100.0,10.0,4.6,Clear,0,1,0,1,Night,20,3,12
A-7986,2,37.384440999999995,-122.06821399999998,0.01,Mountain View,CA,45.0,71.0,10.0,6.9,Clear,0,0,0,0,Night,23,3,12
A-8006,3,38.811451,-121.93949099999999,0.01,Zamora,CA,41.0,96.0,9.0,3.5,Scattered Clouds,0,0,1,0,Day,8,4,12
A-8047,2,38.629630999999996,-121.475571,0.01,Sacramento,CA,55.4,54.0,9.0,6.9,Clear,0,1,0,0,Day,15,4,12
A-8056,2,37.604755,-122.19589199999999,0.01,Hayward,CA,60.1,38.0,10.0,6.9,Clear,0,0,0,0,Day,16,4,12
A-8069,3,38.671065999999996,-121.596024,0.01,Sacramento,CA,46.9,83.0,10.0,6.9,Clear,0,0,1,0,Night,18,4,12
A-8079,2,39.093697,-122.79949199999999,0.01,Lucerne,CA,46.9,83.0,10.0,6.9,Clear,0,0,0,0,Night,19,4,12
A-8080,3,37.808498,-122.36685200000001,0.01,San Francisco,CA,57.0,53.0,10.0,4.6,Clear,0,0,0,0,Night,19,4,12
A-8096,2,37.958805,-122.50936100000001,0.01,San Rafael,CA,42.8,93.0,10.0,6.9,Clear,0,0,0,0,Night,20,4,12
A-8102,2,38.496155,-122.75639299999999,0.01,Santa Rosa,CA,42.1,92.0,9.0,6.9,Clear,0,0,0,0,Night,20,4,12
A-8105,2,39.112926,-121.082222,0.01,Grass Valley,CA,50.0,50.0,10.0,5.8,Clear,0,0,0,1,Night,20,4,12
A-8150,3,37.70883900000001,-121.72393000000001,0.01,Livermore,CA,37.9,76.0,10.0,6.9,Clear,0,0,0,0,Night,5,5,12
A-8153,3,37.851349,-122.02898400000001,0.01,Alamo,CA,61.0,64.0,10.0,6.9,Unknown,0,0,0,0,Night,7,5,12
A-8155,2,37.74601,-121.584167,0.01,Tracy,CA,37.9,73.0,10.0,6.9,Clear,0,0,0,0,Day,7,5,12
A-8196,3,37.764488,-122.217491,0.01,Oakland,CA,57.0,59.0,10.0,3.5,Partly Cloudy,0,0,0,0,Day,15,5,12
A-8214,2,37.88084,-122.04632600000001,0.01,Walnut Creek,CA,61.0,64.0,10.0,6.9,Unknown,0,0,0,0,Night,17,5,12
A-8262,3,37.725777,-122.446198,0.01,San Francisco,CA,46.9,83.0,10.0,4.6,Scattered Clouds,0,0,0,0,Night,21,5,12
A-8278,3,38.57571,-121.50843,0.01,Sacramento,CA,46.9,86.0,5.0,8.1,Clear,0,0,0,0,Night,0,6,12
A-8282,3,37.731277,-122.43521899999999,0.01,San Francisco,CA,50.0,77.0,10.0,3.5,Overcast,0,0,0,0,Night,2,6,12
A-8315,3,37.793484,-122.26401499999999,0.01,Oakland,CA,51.1,89.0,10.0,15.0,Overcast,0,0,0,0,Day,10,6,12
A-8318,3,37.351471000000004,-121.91433700000002,0.01,San Jose,CA,50.0,83.0,10.0,21.9,Light Rain,0,0,1,0,Day,10,6,12
A-8319,2,38.553616,-121.474228,0.01,Sacramento,CA,48.9,90.0,4.0,9.2,Light Rain,0,0,1,0,Day,10,6,12
A-8401,2,37.849026,-122.23568700000001,0.01,Oakland,CA,52.0,80.0,10.0,12.7,Mostly Cloudy,0,0,1,0,Day,16,6,12
A-8410,3,38.58461,-121.50304399999999,0.01,Sacramento,CA,50.0,93.0,10.0,9.2,Overcast,0,0,0,0,Night,16,6,12
A-8427,2,37.854958,-122.493698,0.01,Sausalito,CA,50.0,71.0,10.0,12.7,Scattered Clouds,0,0,1,0,Night,17,6,12
A-8463,3,37.575993,-121.88103500000001,0.01,Sunol,CA,45.0,80.0,10.0,6.9,Clear,0,0,1,0,Night,19,6,12
A-8464,3,38.671065999999996,-121.59748799999998,0.01,Sacramento,CA,45.0,82.0,10.0,8.1,Clear,0,0,0,0,Night,19,6,12
A-8482,3,38.219116,-122.13407099999999,0.01,Fairfield,CA,44.1,79.0,10.0,10.4,Clear,0,0,0,0,Night,20,6,12
A-8511,2,38.010459999999995,-122.230171,0.01,Rodeo,CA,44.1,68.0,10.0,5.8,Clear,0,0,0,0,Night,2,7,12
A-8517,2,37.742855,-122.198219,0.01,Oakland,CA,48.9,66.0,10.0,3.5,Partly Cloudy,0,0,0,0,Day,10,7,12
A-8523,2,38.560581,-121.463982,0.01,Sacramento,CA,46.9,77.0,10.0,12.7,Clear,0,0,0,0,Day,13,7,12
A-8543,3,37.808498,-122.36685200000001,0.01,San Francisco,CA,46.0,73.0,10.0,6.9,Clear,0,0,0,0,Night,20,7,12
A-8571,3,38.099983,-122.22966000000001,0.01,Vallejo,CA,48.9,59.0,10.0,11.5,Scattered Clouds,0,0,1,0,Day,16,1,12
A-8574,2,37.925983,-122.514496,0.01,Corte Madera,CA,41.0,76.0,10.0,4.6,Clear,1,0,0,0,Night,18,1,12
A-8579,3,37.593128,-121.870636,0.01,Sunol,CA,41.0,79.0,10.0,9.2,Clear,0,0,0,0,Night,19,1,12
A-8600,3,37.98687,-122.314224,0.01,Pinole,CA,42.1,65.0,10.0,5.8,Clear,0,0,0,1,Night,22,1,12
A-8626,2,38.510436999999996,-121.451927,0.01,Sacramento,CA,39.0,73.0,10.0,9.2,Clear,0,0,0,0,Day,9,2,12
A-8639,2,38.660647999999995,-121.327477,0.01,Sacramento,CA,37.4,81.0,10.0,3.5,Clear,0,0,0,0,Night,17,2,12
A-8650,2,38.116248999999996,-121.17348500000001,0.01,Lodi,CA,39.0,79.0,10.0,5.8,Clear,0,0,0,1,Night,19,2,12
A-8666,2,37.294281,-121.938446,0.01,Campbell,CA,37.9,76.0,10.0,4.6,Clear,0,0,0,0,Night,2,3,12
A-8792,2,38.393745,-121.26992,0.01,Wilton,CA,32.0,100.0,10.0,6.9,Clear,0,0,0,0,Day,7,4,12
A-8867,3,37.792282,-121.30066699999999,0.01,Lathrop,CA,44.1,76.0,10.0,4.6,Clear,0,0,0,0,Night,19,4,12
A-8919,3,37.806995,-122.277992,0.01,Oakland,CA,41.0,89.0,10.0,6.9,Clear,0,0,0,0,Night,2,5,12
A-8932,3,37.4664,-121.905403,0.01,Fremont,CA,46.0,71.0,10.0,6.9,Clear,0,0,0,0,Day,9,5,12
A-8934,3,37.43473400000001,-121.88871,0.01,Milpitas,CA,43.0,68.0,10.0,6.9,Partly Cloudy,0,0,1,0,Day,9,5,12
A-8937,2,37.339455,-121.852043,0.01,San Jose,CA,50.0,58.0,10.0,6.9,Clear,0,0,0,0,Day,9,5,12
A-8952,2,38.695698,-123.430954,0.01,Annapolis,CA,30.0,92.0,10.0,6.9,Clear,0,0,0,0,Day,10,5,12
A-8957,2,38.134083000000004,-122.476372,0.01,Petaluma,CA,51.8,67.0,10.0,10.4,Clear,0,0,0,1,Day,11,5,12
A-8974,2,37.445060999999995,-122.119133,0.01,Palo Alto,CA,62.6,45.0,10.0,6.9,Clear,0,0,0,0,Day,15,5,12
A-8977,2,36.758205,-121.743347,0.0,Castroville,CA,69.1,35.0,10.0,6.9,Clear,0,0,0,0,Day,15,5,12
A-8979,3,38.55931500000001,-121.477356,0.01,Sacramento,CA,55.9,62.0,10.0,3.5,Clear,0,0,0,0,Day,16,5,12
A-8984,3,37.925472,-122.36334199999999,0.01,Richmond,CA,57.0,49.0,8.0,3.5,Clear,0,0,0,0,Day,16,5,12
A-9002,2,38.150757,-122.449348,0.01,Sonoma,CA,46.4,81.0,10.0,5.8,Clear,0,0,0,1,Night,18,5,12
A-9015,2,37.22506,-121.976707,0.01,Los Gatos,CA,51.1,63.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Night,19,5,12
A-9022,2,37.322014,-121.89088400000001,0.01,San Jose,CA,48.9,71.0,10.0,6.9,Scattered Clouds,0,0,0,0,Night,20,5,12
A-9053,3,38.02545900000001,-122.11223600000001,0.01,Martinez,CA,39.0,82.0,7.0,3.5,Clear,0,0,0,0,Night,3,6,12
A-9071,2,38.813602,-122.71160900000001,0.01,Middletown,CA,54.0,64.0,10.0,6.9,Scattered Clouds,0,0,0,0,Day,12,6,12
A-9076,2,38.052799,-122.216179,0.01,Crockett,CA,55.9,55.0,10.0,6.9,Clear,0,1,0,0,Day,12,6,12
A-9086,3,37.531193,-121.941185,0.01,Fremont,CA,57.9,49.0,10.0,3.5,Clear,0,0,1,0,Day,15,6,12
A-9103,2,37.377357,-121.94544199999999,0.01,Santa Clara,CA,57.2,48.0,10.0,6.9,Scattered Clouds,0,0,0,0,Night,17,6,12
A-9104,2,38.703842,-120.85635400000001,0.0,Placerville,CA,46.4,66.0,10.0,9.2,Clear,0,0,0,0,Night,17,6,12
A-9194,3,37.842594,-122.2976,0.01,Emeryville,CA,50.0,71.0,10.0,10.4,Partly Cloudy,0,0,1,0,Night,19,7,12
A-9227,2,37.885841,-121.276573,0.01,French Camp,CA,50.0,80.0,10.0,10.4,Overcast,0,0,0,1,Day,14,2,1
A-9233,2,37.885841,-121.276573,0.01,French Camp,CA,50.0,80.0,10.0,10.4,Overcast,0,0,0,1,Day,15,2,1
A-9243,2,37.06649,-121.21914699999999,0.01,Hollister,CA,48.2,87.0,5.0,6.9,Overcast,0,0,0,0,Day,15,2,1
A-9244,3,37.916542,-121.29103899999998,0.01,Stockton,CA,50.0,77.0,10.0,6.9,Overcast,0,0,1,0,Day,16,2,1
A-9280,2,38.10596500000001,-122.21138,0.01,Vallejo,CA,46.0,86.0,10.0,6.9,Overcast,1,1,0,0,Night,18,2,1
A-9288,3,37.636875,-122.439697,0.01,South San Francisco,CA,50.0,74.0,10.0,12.7,Mostly Cloudy,0,0,0,0,Night,19,2,1
A-9303,2,36.835037,-121.384552,0.0,Hollister,CA,46.4,93.0,8.0,5.8,Overcast,0,0,0,0,Night,20,2,1
A-9325,3,37.690459999999995,-122.09041599999999,0.01,Castro Valley,CA,48.9,74.0,10.0,8.1,Overcast,0,0,0,0,Night,23,2,1
A-9330,2,37.257313,-121.79615,0.01,San Jose,CA,50.0,82.0,10.0,5.8,Overcast,0,0,0,0,Night,1,3,1
A-9351,3,37.759823,-122.39225800000001,0.01,San Francisco,CA,50.0,100.0,10.0,8.1,Overcast,0,0,0,0,Night,7,3,1
A-9360,2,36.845242,-121.63468200000001,0.01,Aromas,CA,48.9,97.0,10.0,3.5,Overcast,0,0,0,0,Day,8,3,1
A-9380,3,37.507153,-122.338486,0.01,Belmont,CA,51.8,88.0,10.0,9.2,Overcast,0,0,0,0,Day,11,3,1
A-9404,2,38.487476,-121.425003,0.01,Sacramento,CA,48.9,93.0,6.0,13.8,Light Rain,0,0,0,0,Day,14,3,1
A-9420,2,37.993607,-122.323875,0.0,San Pablo,CA,54.0,77.0,5.0,11.5,Light Rain,0,0,0,0,Day,15,3,1
A-9435,3,38.601196,-121.50518799999999,0.01,Sacramento,CA,48.2,93.0,2.5,20.7,Light Rain,0,0,0,0,Day,15,3,1
A-9436,2,38.560707,-121.46331799999999,0.33,Sacramento,CA,50.0,93.0,6.0,16.1,Light Rain,0,0,0,0,Day,15,3,1
A-9472,3,37.550838,-122.376007,0.01,Burlingame,CA,55.9,80.0,7.0,24.2,Light Rain,0,0,0,0,Night,17,3,1
A-9481,2,37.017765000000004,-122.027832,0.01,Santa Cruz,CA,52.0,100.0,2.5,6.9,Heavy Rain,0,0,0,0,Night,18,3,1
A-9521,2,37.429096,-122.102104,0.01,Palo Alto,CA,55.4,88.0,6.0,21.9,Rain,0,0,0,0,Night,20,3,1
A-9569,3,37.323948,-121.892509,0.01,San Jose,CA,57.0,64.0,10.0,12.7,Overcast,0,0,0,0,Night,1,4,1
A-9601,2,37.383385,-122.069557,0.01,Mountain View,CA,51.1,89.0,10.0,8.1,Light Rain,0,0,1,0,Day,14,4,1
A-9602,2,38.050018,-121.01473200000001,0.01,Linden,CA,55.0,100.0,10.0,6.9,Overcast,0,0,0,0,Day,14,4,1
A-9606,2,38.91222,-121.035851,0.01,Cool,CA,46.4,100.0,3.0,3.5,Overcast,0,0,0,0,Day,15,4,1
A-9620,2,38.669914,-120.988602,0.01,Cameron Park,CA,44.6,100.0,0.2,9.2,Overcast,0,0,0,0,Day,15,4,1
A-9636,2,38.639835,-121.19681499999999,0.01,Rancho Cordova,CA,50.0,100.0,4.0,5.8,Overcast,0,0,0,0,Day,16,4,1
A-9653,3,38.596378,-121.44367199999999,0.01,Sacramento,CA,48.2,100.0,2.0,3.5,Light Rain,0,0,0,0,Night,19,4,1
A-9662,3,37.76465200000001,-121.41068999999999,0.01,Tracy,CA,48.9,100.0,2.5,5.8,Rain,0,0,0,0,Night,19,4,1
A-9671,3,38.603214,-121.435478,0.01,Sacramento,CA,48.2,100.0,4.0,4.6,Light Rain,0,0,0,0,Night,20,4,1
A-9690,3,37.750099,-122.39225,0.01,San Francisco,CA,48.9,100.0,10.0,3.5,Overcast,0,0,0,1,Night,21,4,1
A-9691,2,37.587196,-122.348396,0.01,Burlingame,CA,48.9,90.0,10.0,6.9,Overcast,0,0,1,0,Night,21,4,1
A-9726,2,38.708259999999996,-121.084801,0.01,El Dorado Hills,CA,46.4,100.0,10.0,5.8,Overcast,0,0,0,0,Night,0,5,1
A-9737,2,37.240887,-121.778648,0.01,San Jose,CA,44.6,93.0,8.0,6.9,Mostly Cloudy,0,0,0,0,Night,1,5,1
A-9752,3,37.811779,-121.29581499999999,0.01,Lathrop,CA,45.0,74.0,10.0,10.4,Clear,0,0,0,0,Day,8,5,1
A-9763,2,38.631653,-121.397972,0.01,Sacramento,CA,41.0,70.0,10.0,10.4,Clear,0,0,0,0,Day,9,5,1
A-9790,3,37.666538,-122.107597,0.73,Hayward,CA,51.1,38.0,10.0,11.5,Clear,0,0,0,0,Day,12,5,1
A-9805,2,37.807072,-122.47561599999999,0.01,San Francisco,CA,50.0,57.0,10.0,10.4,Partly Cloudy,0,0,0,0,Day,16,5,1
A-9807,2,38.5289,-122.793053,0.01,Windsor,CA,50.0,46.0,10.0,6.9,Clear,0,0,1,0,Day,16,5,1
A-9844,3,37.668953,-122.10938999999999,0.01,Hayward,CA,41.0,65.0,10.0,4.6,Clear,0,0,0,0,Night,20,5,1
A-9850,2,37.101746,-121.015823,0.01,Gustine,CA,35.6,93.0,10.0,17.3,Clear,0,0,0,0,Night,20,5,1
A-9861,2,38.673656,-121.54018400000001,0.01,Sacramento,CA,37.0,70.0,10.0,13.8,Clear,0,0,1,0,Night,21,5,1
A-9865,2,37.421124,-122.092476,0.01,Mountain View,CA,41.0,67.0,10.0,6.9,Clear,0,0,0,0,Night,22,5,1
A-9869,2,37.378239,-122.06756599999999,0.01,Mountain View,CA,41.0,67.0,10.0,6.9,Clear,0,0,1,0,Night,22,5,1
A-9871,2,37.279644,-122.01133,0.01,Saratoga,CA,41.0,73.0,10.0,5.8,Clear,0,0,0,0,Night,22,5,1
A-9872,3,37.31794,-121.980484,0.01,San Jose,CA,41.0,73.0,10.0,5.8,Clear,0,0,0,0,Night,22,5,1
A-9877,2,37.563786,-122.306152,0.01,San Mateo,CA,39.2,87.0,10.0,6.9,Clear,0,0,0,0,Night,23,5,1
A-9885,2,36.859859,-121.603821,0.01,San Juan Bautista,CA,32.0,93.0,10.0,6.9,Clear,0,0,0,0,Night,2,6,1
A-9892,2,38.255192,-122.332649,0.01,Napa,CA,30.0,79.0,10.0,3.5,Clear,0,0,0,0,Night,4,6,1
A-9920,2,37.617908,-122.152847,0.01,Hayward,CA,45.0,36.0,10.0,4.6,Clear,0,0,0,0,Day,9,6,1
A-9925,3,38.388096000000004,-121.93375400000001,0.01,Vacaville,CA,41.0,51.0,10.0,8.1,Clear,0,0,0,0,Day,10,6,1
A-9933,2,36.666962,-121.75693500000001,0.01,Marina,CA,46.0,71.0,10.0,3.5,Clear,0,0,0,0,Day,10,6,1
A-9944,2,38.210487,-122.13594099999999,0.01,Fairfield,CA,45.0,53.0,10.0,3.5,Clear,0,0,0,0,Day,11,6,1
A-9955,3,37.639423,-122.441612,0.01,South San Francisco,CA,45.0,48.0,10.0,5.8,Mostly Cloudy,0,0,0,0,Day,11,6,1
A-9978,3,37.73755300000001,-122.140717,0.01,San Leandro,CA,48.0,56.0,10.0,8.1,Mostly Cloudy,0,0,0,0,Day,14,6,1
A-10000,3,38.574406,-121.577354,0.01,West Sacramento,CA,46.0,71.0,10.0,8.1,Clear,0,0,0,0,Day,16,6,1
A-10013,2,37.663979,-121.02828999999998,0.01,Modesto,CA,46.0,61.0,10.0,6.9,Clear,0,0,0,0,Night,17,6,1
A-10022,3,37.771893,-122.156456,0.01,Oakland,CA,46.9,66.0,10.0,10.4,Mostly Cloudy,0,0,0,0,Night,18,6,1
A-10028,3,38.505909,-121.520149,0.01,Sacramento,CA,42.1,79.0,10.0,6.9,Partly Cloudy,0,0,0,0,Night,18,6,1
A-10042,3,37.950302,-121.28971100000001,0.01,Stockton,CA,44.1,73.0,10.0,3.5,Mostly Cloudy,0,0,0,0,Night,19,6,1
A-10052,2,39.12902800000001,-123.204384,0.01,Ukiah,CA,43.0,74.0,10.0,6.9,Light Rain,0,0,0,0,Night,20,6,1
A-10096,3,38.769897,-121.24855,0.01,Roseville,CA,39.2,93.0,6.0,5.8,Light Rain,0,0,0,0,Night,2,7,1
A-10098,2,37.861095,-122.209496,0.01,Orinda,CA,41.0,79.0,8.0,5.8,Light Rain,0,1,0,0,Night,3,7,1
A-10161,2,38.501457,-122.76313799999998,0.01,Santa Rosa,CA,55.0,100.0,2.5,9.2,Light Rain,0,0,0,0,Day,14,7,1
A-10214,2,37.33313,-121.896851,0.01,San Jose,CA,59.0,87.0,6.0,18.4,Rain,0,1,0,1,Night,0,1,1
A-10220,3,37.699734,-122.040649,0.01,Castro Valley,CA,59.0,83.0,7.0,17.3,Rain,0,0,0,0,Night,0,1,1
A-10250,2,38.079921999999996,-122.80846399999999,0.01,Point Reyes Station,CA,57.2,94.0,0.8,17.3,Overcast,0,0,0,0,Night,5,1,1
A-10286,2,37.700404999999996,-122.471291,0.01,Daly City,CA,63.0,81.0,4.0,35.7,Light Rain,0,0,0,0,Day,9,1,1
A-10304,2,37.769344,-120.922951,0.0,Escalon,CA,66.9,61.0,10.0,10.4,Light Rain,0,0,0,0,Day,12,1,1
A-10336,3,37.298912,-121.87501499999999,0.01,San Jose,CA,59.0,93.0,4.0,11.5,Light Rain,1,0,0,0,Day,15,1,1
A-10349,2,37.332706,-121.845428,0.01,San Jose,CA,59.0,94.0,4.0,11.5,Light Rain,0,0,0,0,Day,16,1,1
A-10352,2,37.976112,-121.74196599999999,0.01,Antioch,CA,61.0,83.0,2.5,17.3,Light Rain,0,0,0,0,Night,17,1,1
A-10413,2,37.643707,-122.093231,0.01,Hayward,CA,55.0,80.0,10.0,5.8,Overcast,0,0,1,0,Night,3,2,1
A-10442,2,37.873726,-121.25341,0.01,French Camp,CA,54.0,93.0,10.0,6.9,Overcast,0,0,0,0,Day,9,2,1
